Suburb,Address,Rooms,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilArea_filled,Type_t,Type_u
Airport West,145a Victory Rd,-0.9689330524639671,-1.140903146687794,S,Barry,13/08/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.6954302371948388,0.10669361786801343,Moonee Valley,-377.177,1.448.787,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
Airport West,2/40 Earl St,0.25533907430700326,-0.6080669268486891,PI,Brad,15/10/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,0.7670637549592622,-0.7801238797396354,1.4742650988648354,Moonee Valley,-37.727,144.887,Western Metropolitan,-0.9393835684595648,Moonee Valley,True,False
Airport West,180 Parer Rd,0.25533907430700326,-0.34164881692913673,S,Barry,16/04/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,0.7670637549592622,1.7481381903013313,-0.24396573623373577,Moonee Valley,-377.186,144.876,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,4/54 Hawker St,-0.9689330524639671,-1.0947923199709482,S,Barry,16/07/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.7832606813153686,1.2638694864037858,Moonee Valley,-377.218,1.448.863,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
Airport West,43 Hillside Gr,0.25533907430700326,-0.6695480291378165,SP,Barry,16/07/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,0.7670637549592622,0.7631824955211035,0.10669361786801343,Moonee Valley,-377.269,1.448.742,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,174 Parer Rd,-0.9689330524639671,-0.6593011787562953,S,Barry,16/07/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,0.6220264246131091,0.282023294918888,Moonee Valley,-377.187,1.448.765,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,75 King St,0.25533907430700326,-0.17769921082479678,S,McDonald,17/09/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,1.1333250814576221,0.10669361786801343,Moonee Valley,-377.231,1.448.835,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,478 Fullarton Rd,0.25533907430700326,-0.3826362184552217,PI,Barry,18/03/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,2.6370276935133345,0.7670637549592622,0.4432287347963162,0.4573529719697626,Moonee Valley,-377.285,1.448.694,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,144 Marshall Rd,0.25533907430700326,-0.5773263757041254,S,Rendina,18/03/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,0.7670637549592622,0.02603412522379937,0.9833420031223864,Moonee Valley,-377.164,1.448.792,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,106 Parer Rd,0.25533907430700326,-0.42362361998130665,S,Nelson,18/03/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,2.155396032242241,0.6283000277645755,0.10669361786801343,Moonee Valley,-377.194,1.448.827,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,3/7 South Rd,0.25533907430700326,-0.9359661390573689,SP,Nelson,18/06/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,0.933464812255496,-0.6212685223237165,-0.7926710860425682,1.5093310342750101,Moonee Valley,-377.231,1.448.802,Western Metropolitan,-0.9393835684595648,Moonee Valley,True,False
Airport West,37 North St,0.25533907430700326,-0.35189566731065797,SP,Barry,19/11/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,-0.6212685223237165,-0.3786132780457846,-0.24396573623373577,Moonee Valley,-37.72,1.448.776,Western Metropolitan,-0.9393835684595648,Moonee Valley,True,False
Airport West,10 Hilbert Rd,0.25533907430700326,-0.6388074779932529,S,Barry,22/05/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,0.5185119726139132,0.282023294918888,Moonee Valley,-377.226,1.448.733,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,110 Halsey Rd,0.25533907430700326,-0.39288306883674295,S,Barry,22/08/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,0.6565312419461744,0.10669361786801343,Moonee Valley,-377.184,144.882,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,2/13 North St,-0.9689330524639671,-0.9974472413464964,S,Nelson,22/08/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.8554071175572324,0.10669361786801343,Moonee Valley,-377.202,1.448.797,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
Airport West,105a Victory Rd,0.25533907430700326,-0.7884114935634631,S,Nelson,22/08/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,-0.6212685223237165,-0.6326942056801745,0.10669361786801343,Moonee Valley,-377.181,1.448.824,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,117 Marshall Rd,0.25533907430700326,-0.6859429897482505,S,Brad,23/04/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,0.7670637549592622,0.6220264246131091,0.10669361786801343,Moonee Valley,-377.169,1.448.815,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,34 Moorna Dr,1.4796112010779736,-0.038342045636107845,S,Nelson,24/09/2016,0.7495555590432926,-0.7016481536256192,1.5086575123637183,2.6370276935133345,0.7670637549592622,0.3710822985544524,0.10669361786801343,Moonee Valley,-377.263,144.869,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,33 North St,0.25533907430700326,-0.5670795253226041,PI,Nelson,25/02/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,0.5373327820683125,0.10669361786801343,Moonee Valley,-37.72,144.878,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,49 Roberts Rd,1.4796112010779736,-0.47485787188891293,S,Prof.,27/11/2016,0.7495555590432926,-0.7016481536256192,1.5086575123637183,-0.7700980690023425,0.7670637549592622,0.29893586231258856,0.10669361786801343,Moonee Valley,-377.261,1.448.785,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,85 Roberts Rd,1.4796112010779736,-0.19819291158783928,S,Harcourts,27/11/2016,0.7495555590432926,-0.7016481536256192,1.5086575123637183,0.933464812255496,2.155396032242241,0.6722152498248405,0.282023294918888,Moonee Valley,-377.256,1.448.739,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Albert Park,105 Kerferd Rd,-0.9689330524639671,0.5703208670262542,S,hockingstuart,03/09/2016,-1.26765558431691,1.1441478899447373,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.9212799506476298,-2.347921860844231,Port Phillip,-378.459,1.449.555,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,85 Richardson St,-0.9689330524639671,0.939207480761019,S,Thomson,03/09/2016,-1.26765558431691,1.1441478899447373,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.7989446891940346,0.10669361786801343,Port Phillip,-37.845,1.449.538,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,112 Beaconsfield Pde,0.25533907430700326,2.578703541804418,PI,Buxton,04/03/2017,-1.26765558431691,1.1441478899447373,0.2784982769255558,0.933464812255496,-2.0096007996066954,-0.6358310072559078,-2.69858121494598,Port Phillip,-378.481,1.449.499,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,94 Graham St,0.25533907430700326,1.7487086609011975,S,Greg,04/03/2017,-1.26765558431691,1.1441478899447373,0.2784982769255558,0.933464812255496,-2.0096007996066954,-0.8961855380417642,-2.69858121494598,Port Phillip,-378.452,1.449.488,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,396 Montague St,-0.9689330524639671,0.9002694493112383,S,RT,04/03/2017,-1.26765558431691,1.1441478899447373,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.8899119348902977,-2.347921860844231,Port Phillip,-378.431,1.449.565,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,75 Graham St,-0.9689330524639671,0.23217480443605304,S,Marshall,06/08/2016,-1.26765558431691,1.1441478899447373,-2.1818201939507693,-0.7700980690023425,-2.0096007996066954,-0.8365863081028332,-2.347921860844231,Port Phillip,-378.444,1.449.484,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,54 Brooke St,-0.9689330524639671,1.1338976380099226,S,Sotheby's,07/05/2016,-1.26765558431691,1.1441478899447373,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.773850276588169,0.10669361786801343,Port Phillip,-378.405,1.449.521,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,104 Richardson St,1.4796112010779736,2.578703541804418,S,Marshall,07/05/2016,-1.26765558431691,1.1441478899447373,1.5086575123637183,0.933464812255496,-0.6212685223237165,-0.817765498648434,-3.049240569047729,Port Phillip,-378.447,1.449.523,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,4a Mills St,0.25533907430700326,1.1338976380099226,VB,Marshall,07/11/2016,-1.26765558431691,1.1441478899447373,0.2784982769255558,0.933464812255496,0.7670637549592622,0.9545273916408293,0.10669361786801343,Port Phillip,-378.443,1.449.598,Southern Metropolitan,-0.9831170162977187,Port Phillip,True,False
Albert Park,1 Moubray St,0.25533907430700326,1.646240157085985,VB,Greg,07/11/2016,-1.26765558431691,1.1441478899447373,0.2784982769255558,0.933464812255496,-0.6212685223237165,-0.8836383317388313,1.0184079385325613,Port Phillip,-378.415,144.952,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,29 Faussett St,-0.9689330524639671,2.3020385815033446,S,Greg,10/09/2016,-1.26765558431691,1.1441478899447373,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.6734726261647063,-2.347921860844231,Port Phillip,-378.422,1.449.554,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
Albert Park,3 Herbert St,0.25533907430700326,1.646240157085985,VB,Cayzer,10/09/2016,-1.26765558431691,1.1441478899447373,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,-0.5040853410751129,0.10669361786801343,Port Phillip,-378.443,1.449.579,Southern Metropolitan,-0.9831170162977187,Port Phillip,False,False
